"id","category","name","route","classification","new_ux_location","owning_module","roles","status"
"RP02","Reporting & Analytics","Clinical Outcomes","/screens/rp02/clinical-outcomes","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP03","Reporting & Analytics","Census / Occupancy","/screens/rp03/census-occupancy","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP04","Reporting & Analytics","Length of Stay","/screens/rp04/length-of-stay","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP05","Reporting & Analytics","Admission / Discharge","/screens/rp05/admission-discharge","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP06","Reporting & Analytics","Assessment Outcomes","/screens/rp06/assessment-outcomes","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP07","Reporting & Analytics","Treatment Goal Outcomes","/screens/rp07/treatment-goal-outcomes","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP08","Reporting & Analytics","Therapy Utilisation","/screens/rp08/therapy-utilisation","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP09","Reporting & Analytics","Therapist Caseload","/screens/rp09/therapist-caseload","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP10","Reporting & Analytics","Medication / Adherence","/screens/rp10/medication-adherence","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP11","Reporting & Analytics","Incidents / Safeguarding","/screens/rp11/incidents-safeguarding","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP12","Reporting & Analytics","Family Programme","/screens/rp12/family-programme","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP13","Reporting & Analytics","Aftercare Outcomes","/screens/rp13/aftercare-outcomes","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP14","Reporting & Analytics","Readmissions","/screens/rp14/readmissions","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP15","Reporting & Analytics","Finance","/screens/rp15/finance","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP16","Reporting & Analytics","Payer / Claims","/screens/rp16/payer-claims","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP17","Reporting & Analytics","Inventory","/screens/rp17/inventory","REDESIGN","Role workspace or client journey surface","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"RP18","Reporting & Analytics","Report Export / Scheduled Reports","/screens/rp18/report-export-scheduled-reports","REDESIGN","Role workspace or operational queue","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
"PR01","Privacy & GDPR","Privacy Operations Dashboard","/screens/pr01/privacy-operations-dashboard","REDESIGN","Role workspace or operational queue","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR02","Privacy & GDPR","Data Subject Requests","/screens/pr02/data-subject-requests","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR03","Privacy & GDPR","Request Detail","/screens/pr03/request-detail","EMBED","Contextual detail, tab, drawer or review panel","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR04","Privacy & GDPR","Access Request","/screens/pr04/access-request","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR05","Privacy & GDPR","Rectification Request","/screens/pr05/rectification-request","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR06","Privacy & GDPR","Erasure Assessment","/screens/pr06/erasure-assessment","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR07","Privacy & GDPR","Restriction Request","/screens/pr07/restriction-request","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR08","Privacy & GDPR","Portability Export","/screens/pr08/portability-export","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR09","Privacy & GDPR","Consent History","/screens/pr09/consent-history","EMBED","Contextual detail, tab, drawer or review panel","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR10","Privacy & GDPR","Retention Policies","/screens/pr10/retention-policies","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR11","Privacy & GDPR","Legal Holds","/screens/pr11/legal-holds","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR12","Privacy & GDPR","Data Processing / Subprocessor Register","/screens/pr12/data-processing-subprocessor-register","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR13","Privacy & GDPR","Privacy Incident / Breach","/screens/pr13/privacy-incident-breach","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"PR14","Privacy & GDPR","Privacy-Preserving Dataset Register","/screens/pr14/privacy-preserving-dataset-register","REDESIGN","Role workspace or client journey surface","Privacy & GDPR","Permission-derived workspace users","Existing route; redesign planned"
"CS01","Clinical Safety & Safeguarding","Clinical Safety Dashboard","/screens/cs01/clinical-safety-dashboard","REDESIGN","Role workspace or operational queue","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS02","Clinical Safety & Safeguarding","Hazard Log","/screens/cs02/hazard-log","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS03","Clinical Safety & Safeguarding","Hazard Detail","/screens/cs03/hazard-detail","EMBED","Contextual detail, tab, drawer or review panel","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS04","Clinical Safety & Safeguarding","Clinical Risk Management Plan","/screens/cs04/clinical-risk-management-plan","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS05","Clinical Safety & Safeguarding","Risk Control / Mitigation","/screens/cs05/risk-control-mitigation","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS06","Clinical Safety & Safeguarding","Safety Evidence","/screens/cs06/safety-evidence","EMBED","Contextual detail, tab, drawer or review panel","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS07","Clinical Safety & Safeguarding","Clinical Safety Case","/screens/cs07/clinical-safety-case","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS08","Clinical Safety & Safeguarding","Clinical Safety Approval","/screens/cs08/clinical-safety-approval","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS09","Clinical Safety & Safeguarding","Safety Incident / Near Miss","/screens/cs09/safety-incident-near-miss","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS10","Clinical Safety & Safeguarding","Investigation","/screens/cs10/investigation","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS11","Clinical Safety & Safeguarding","Corrective / Preventive Actions","/screens/cs11/corrective-preventive-actions","REDESIGN","Role workspace or client journey surface","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS12","Clinical Safety & Safeguarding","Safeguarding Review","/screens/cs12/safeguarding-review","EMBED","Contextual detail, tab, drawer or review panel","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"CS13","Clinical Safety & Safeguarding","Escalation Audit","/screens/cs13/escalation-audit","REDESIGN","Role workspace or operational queue","Clinical Safety & Safeguarding","Permission-derived workspace users","Existing route; redesign planned"
"INT01","Integration Management","Integration Dashboard","/screens/int01/integration-dashboard","REDESIGN","Role workspace or operational queue","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT02","Integration Management","Integration Catalogue","/screens/int02/integration-catalogue","REDESIGN","Role workspace or operational queue","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT03","Integration Management","Integration Instance","/screens/int03/integration-instance","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT04","Integration Management","FHIR Configuration","/screens/int04/fhir-configuration","REDESIGN","Role workspace or operational queue","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT05","Integration Management","FHIR Capability / Profile","/screens/int05/fhir-capability-profile","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT06","Integration Management","FHIR Transaction Monitor","/screens/int06/fhir-transaction-monitor","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT07","Integration Management","HL7 Interface Configuration","/screens/int07/hl7-interface-configuration","REDESIGN","Role workspace or operational queue","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT08","Integration Management","HL7 Message Monitor","/screens/int08/hl7-message-monitor","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT09","Integration Management","LIS Integration","/screens/int09/lis-integration","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT10","Integration Management","Terminology Service","/screens/int10/terminology-service","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT11","Integration Management","Identity Provider / SSO","/screens/int11/identity-provider-sso","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT12","Integration Management","Email / Messaging Provider","/screens/int12/email-messaging-provider","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT13","Integration Management","Telehealth Provider","/screens/int13/telehealth-provider","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT14","Integration Management","Drug Knowledge Provider","/screens/int14/drug-knowledge-provider","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT15","Integration Management","Webhook / API Management","/screens/int15/webhook-api-management","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"INT16","Integration Management","Integration Errors / Replay","/screens/int16/integration-errors-replay","REDESIGN","Role workspace or client journey surface","Integration Management","Permission-derived workspace users","Existing route; redesign planned"
"AU01","Audit & Compliance","Audit Dashboard","/screens/au01/audit-dashboard","REDESIGN","Role workspace or operational queue","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU02","Audit & Compliance","Audit Explorer","/screens/au02/audit-explorer","REDESIGN","Role workspace or operational queue","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU03","Audit & Compliance","User Activity","/screens/au03/user-activity","REDESIGN","Role workspace or client journey surface","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU04","Audit & Compliance","Client Record Access History","/screens/au04/client-record-access-history","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU05","Audit & Compliance","Record Change History","/screens/au05/record-change-history","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU06","Audit & Compliance","Permission / Role Change History","/screens/au06/permission-role-change-history","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU07","Audit & Compliance","Consent Access History","/screens/au07/consent-access-history","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU08","Audit & Compliance","Break-Glass Access","/screens/au08/break-glass-access","REDESIGN","Role workspace or client journey surface","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU09","Audit & Compliance","Data Export History","/screens/au09/data-export-history","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU10","Audit & Compliance","Integration Audit","/screens/au10/integration-audit","REDESIGN","Role workspace or operational queue","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU11","Audit & Compliance","AI Audit","/screens/au11/ai-audit","REDESIGN","Role workspace or operational queue","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"AU12","Audit & Compliance","Compliance Evidence Export","/screens/au12/compliance-evidence-export","EMBED","Contextual detail, tab, drawer or review panel","Audit & Compliance","Permission-derived workspace users","Existing route; redesign planned"
"SEC01","Security","Security Dashboard","/screens/sec01/security-dashboard","REDESIGN","Role workspace or operational queue","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC02","Security","Authentication Policy","/screens/sec02/authentication-policy","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC03","Security","MFA Policy","/screens/sec03/mfa-policy","MERGE","Guided workflow step, modal or inline action","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC04","Security","SSO Configuration","/screens/sec04/sso-configuration","REDESIGN","Role workspace or operational queue","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC05","Security","Session Policy","/screens/sec05/session-policy","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC06","Security","IP / Network Restrictions","/screens/sec06/ip-network-restrictions","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC07","Security","Sensitive Record Policy","/screens/sec07/sensitive-record-policy","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC08","Security","Break-Glass Configuration","/screens/sec08/break-glass-configuration","REDESIGN","Role workspace or operational queue","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC09","Security","Active Sessions","/screens/sec09/active-sessions","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC10","Security","Security Events","/screens/sec10/security-events","REDESIGN","Role workspace or operational queue","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC11","Security","API Credentials / Service Accounts","/screens/sec11/api-credentials-service-accounts","REDESIGN","Role workspace or client journey surface","Security","Permission-derived workspace users","Existing route; redesign planned"
"SEC12","Security","Security Audit","/screens/sec12/security-audit","REDESIGN","Role workspace or operational queue","Security","Permission-derived workspace users","Existing route; redesign planned"
"OFF01","Offline & Mobile Operations","Offline Status","/screens/off01/offline-status","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF02","Offline & Mobile Operations","Download Assigned Work","/screens/off02/download-assigned-work","MERGE","Guided workflow step, modal or inline action","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF03","Offline & Mobile Operations","Offline Rounds","/screens/off03/offline-rounds","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF04","Offline & Mobile Operations","Offline Observations","/screens/off04/offline-observations","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF05","Offline & Mobile Operations","Offline Tasks","/screens/off05/offline-tasks","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF06","Offline & Mobile Operations","Pending Synchronisation","/screens/off06/pending-synchronisation","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF07","Offline & Mobile Operations","Sync Conflict Resolution","/screens/off07/sync-conflict-resolution","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"OFF08","Offline & Mobile Operations","Device / Offline Data Management","/screens/off08/device-offline-data-management","REDESIGN","Role workspace or client journey surface","Offline & Mobile Operations","Permission-derived workspace users","Existing route; redesign planned"
"UI5-TH01","Therapy Management","Clinician My Day","/therapy","REDESIGN","Role workspace or operational queue","Therapy Management","Assigned clinician","UI-5 implemented"
"UI5-TH02","Therapy Management","Therapy Session Queue","/therapy/sessions","REDESIGN","Role workspace or operational queue","Therapy Management","Assigned clinician; centre operations read-only","UI-5 implemented; permission/module/location scoped"
"UI5-TH03","Therapy Management","Individual Session Workspace","/therapy/sessions/:sessionId","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Therapy Management","Assigned therapist; authorized signer","UI-5 implemented"
"UI5-TH04","Therapy Management","Group Session Workspace","/therapy/groups/:sessionId","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Therapy Management","Facilitator; authorized reviewer","UI-5 implemented"
"UI5-TH05","Therapy Management","Family Session Workspace","/therapy/family/:sessionId","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Therapy Management","Authorized therapist","UI-5 implemented"
"UI5-AS01","Standardised Assessments","Assessment Catalogue and Due Queue","/assessments/standardized","REDESIGN","Role workspace or operational queue","Standardised Assessments","Authorized clinician","UI-5 implemented"
"UI5-AS02","Standardised Assessments","Assessment Form and Result","/assessments/standardized/:assignmentId","REDESIGN","Clinical work queue, assessment workspace, care team, treatment plan or MDT","Standardised Assessments","Assigned respondent; authorized signer","UI-5 implemented"
"UI5-P360-01","Client 360","Therapy / Sessions","/clients/:clientId/sessions","EMBED","Contextual detail, tab, drawer or review panel","Client 360","Permission-derived clinical users; scoped operational scheduling","UI-5 implemented; clinical documentation restricted"
"UI5-P360-02","Client 360","Standardized Assessment History and Trend","/clients/:clientId/assessments/standardized","EMBED","Contextual detail, tab, drawer or review panel","Client 360","Permission-derived clinical users","UI-5 implemented"
"UI6-N01","Nursing","Nursing My Shift","/nursing/my-shift","REDESIGN","Role workspace or operational queue","Nursing","Nurse; authorized nursing users","UI-6 implemented mock workflow"
"UI6-N02","Nursing","Nursing Resident Context","/clients/:clientId/nursing","EMBED","Contextual detail, tab, drawer or review panel","Nursing","Scoped nursing/residential users","UI-6 implemented mock workflow"
"UI6-M01","Medication","Medication Orders","/clients/:clientId/medications","EMBED","Contextual detail, tab, drawer or review panel","Medication","Authorized prescriber; read-only nursing users","UI-6 implemented mock workflow"
"UI6-M02","Medication","Medication Administration Record","/medication/mar","REDESIGN","Role workspace or operational queue","Medication","Authorized MAR users","UI-6 implemented mock workflow"
"UI6-R01","Residential Care","Residential My Shift","/residential/my-shift","REDESIGN","Role workspace or operational queue","Residential Care","Residential staff; supervisors","UI-6 implemented mock workflow"
"UI6-R02","Residential Care","Residential Incidents","/incidents","REDESIGN","Role workspace or operational queue","Residential Care","Incident creators/reviewers","UI-6 implemented mock workflow"
"UI6-H01","Shift Handover","Shift Handover","/handover","REDESIGN","Role workspace or operational queue","Shift Handover","Authorized nursing/residential staff","UI-6 implemented mock workflow"
"UI6-F01","Facility, Bed & Leave","Bed Board","/facility/bed-board","REDESIGN","Role workspace or operational queue","Facility","Centre operations/facility users","UI-6 implemented mock workflow"
"UI6-F02","Facility, Bed & Leave","Bed Transfer","/facility/transfers","MERGE","Guided workflow step, modal or inline action","Facility","Authorized facility users","UI-6 implemented mock workflow"
"UI6-F03","Facility, Bed & Leave","Temporary Leave / Return","/facility/leave","MERGE","Guided workflow step, modal or inline action","Facility","Authorized facility users","UI-6 implemented mock workflow"
